	Gene	Chrom	nSNPS	TopSNP P-Value	TopSNP Position	Binarized Heat	Negative Log	Size Adjusted Heat	HumanGene
4891	Gltscr2	chr1	33	7.47E-02	77853156	0	1.12657418	1.084456795	NA
19512	Rdh12	chr6	82	7.47E-02	102390224	0	1.126559649	1.078967701	RDH12
8355	LOC102551246	chr5	118	7.47E-02	70068393	0	1.126421921	1.073283125	NA
12342	LOC108350972	chr5	104	7.47E-02	70068393	0	1.126421921	1.086239155	NA
153	Acot8	chr3	12	7.47E-02	161263024	0	1.126408557	1.080085607	ACOT8
21002	Snx21	chr3	10	7.47E-02	161263024	0	1.126408557	1.082507145	SNX21
7489	LOC102547890	chr6	35	7.48E-02	75226452	0	1.126380088	1.087430178	NA
6725	LOC100909844	chr5	21	7.48E-02	98537486	0	1.126351621	1.089571256	NA
17940	Pkd1l1	chr14	281	7.48E-02	89108953	0	1.125894657	0.945069936	PKD1L1
9636	LOC102556145	chr3	101	7.48E-02	44789665	0	1.12586332	1.08708107	NA
19800	Ror1	chr5	569	7.49E-02	119128591	0	1.125672445	0.743028809	ROR1
23202	Vps8	chr11	318	7.49E-02	83152021	0	1.125599946	0.871422307	VPS8
17048	Olr442	chr3	74	7.49E-02	72823095	0	1.125289209	1.089719613	NA
10401	LOC103692197	chr4	87	7.49E-02	132425268	0	1.125239372	1.081785724	NA
4268	Fbxo21	chr12	52	7.49E-02	44265372	0	1.125230101	1.056064178	FBXO21
19570	Rfc5	chr12	123	7.49E-02	44932524	0	1.125230101	1.081016459	RFC5
23368	Wsb2	chr12	156	7.49E-02	44932524	0	1.125230101	1.069504115	WSB2
2763	Cst3	chr3	150	7.50E-02	143230574	0	1.125185486	1.08667832	CST3
170	Acsf2	chr10	68	7.50E-02	82335838	0	1.125025604	1.048188466	ACSF2
3892	Espnl	chr9	79	7.50E-02	98475733	0	1.124761581	1.064285886	ESPNL
12199	LOC108350704	chr4	78	7.50E-02	78478704	0	1.124740165	1.080636957	NA
12583	LOC108351424	chr7	65	7.50E-02	25903998	0	1.124712383	1.072107691	NA
9302	LOC102554815	chr20	185	7.51E-02	49311570	0	1.12463368	1.031505374	NA
13345	LOC108352779	chr14	172	7.51E-02	80826157	0	1.12458334	1.018598395	NA
17047	Olr441	chr3	87	7.51E-02	72812694	0	1.124503502	1.088936919	OR5AK2
6419	Krtap16-5	chr11	38	7.51E-02	28890534	0	1.124336354	1.089131194	NA
11000	LOC103694011	chr16	218	7.51E-02	86820502	0	1.124249624	1.005830705	NA
12203	LOC108350709	chr4	43	7.52E-02	82480103	0	1.123999939	1.084402478	NA
16291	Ntn3	chr10	39	7.52E-02	13581147	0	1.123862442	1.086135349	NTN3
11778	LOC108349753	chr1	6	7.52E-02	80253372	0	1.123813924	1.080503841	NA
11602	LOC108349441	chr1	156	7.52E-02	121192739	0	1.123782737	1.065867126	NA
20407	Sh3glb1	chr2	59	7.52E-02	250700097	0	1.123688611	1.054529716	SH3GLB1
12924	LOC108352013	chr9	39	7.52E-02	110965557	0	1.123663784	1.082655768	NA
5764	Il18bp	chr1	22	7.53E-02	167087068	0	1.123443865	1.084602382	IL18BP
6171	Kdm3b	chr18	51	7.53E-02	27640648	0	1.123353851	1.05128148	KDM3B
10374	LOC103692120	chr4	25	7.53E-02	75832270	0	1.123192912	1.085881456	NA
7581	LOC102548210	chr3	27	7.54E-02	132401101	0	1.122864873	1.079046789	NA
16459	Olr1076	chr7	44	7.54E-02	13419419	0	1.122584305	1.087005674	NA
13095	LOC108352345	chr11	27	7.54E-02	70054375	0	1.122556662	1.083059597	NA
22873	Umps	chr11	30	7.54E-02	70054375	0	1.122556662	1.07748765	UMPS
19392	Rarres2	chr4	39	7.54E-02	78211524	0	1.122391988	1.084613693	RARRES2
13517	LOC108353150	chr17	1	7.55E-02	44391337	0	1.122254999	1.084099217	NA
20754	Slc44a1	chr5	294	7.55E-02	70342978	0	1.122023713	0.906219216	SLC44A1
1859	Cd226	chr18	129	7.55E-02	86385183	0	1.121989778	0.991613763	CD226
11616	LOC108349468	chr1	124	7.55E-02	24475568	0	1.121773579	1.021943879	NA
21804	Tex33	chr7	90	7.56E-02	119600951	0	1.121635636	1.07184302	TEX33
10269	LOC103691850	chr3	101	7.56E-02	91249983	0	1.121551168	1.076359674	NA
4533	Frmd4a	chr17	1065	7.56E-02	77924944	0	1.121457524	0.809839642	FRMD4A
8978	LOC102553545	chr2	43	7.56E-02	29801614	0	1.12133289	1.064129082	NA
9195	LOC102554372	chr4	37	7.57E-02	118365549	0	1.121143421	1.074284359	NA
6535	LOC100360940	chr5	96	7.57E-02	147598965	0	1.121030354	1.084819232	NA
12389	LOC108351038	chr5	308	7.57E-02	147598965	0	1.121030354	1.015874676	NA
14041	LOC691083	chr3	137	7.57E-02	95405732	0	1.120823236	1.000080162	NA
19500	Rcn1	chr3	94	7.57E-02	95405732	0	1.120823236	1.071901048	RCN1
272	Adat1	chr19	344	7.57E-02	44214497	0	1.12063227	1.046205626	ADAT1
6041	Kars	chr19	350	7.57E-02	44214497	0	1.12063227	1.066934271	KARS
13322	LOC108352747	chr14	9	7.58E-02	44002389	0	1.120600163	1.079319072	NA
19640	Rhoh	chr14	43	7.58E-02	44002389	0	1.120600163	1.055028397	RHOH
6047	Kat6b	chr15	220	7.58E-02	2865223	0	1.120334232	0.930202855	KAT6B
2480	Cog8	chr19	54	7.58E-02	39255099	0	1.120290117	1.074878757	COG8
16043	Nip7	chr19	41	7.58E-02	39255099	0	1.120290117	1.083520796	NIP7
17686	Pdf	chr19	43	7.58E-02	39255099	0	1.120290117	1.0832678	PDF
22007	Tmed6	chr19	37	7.58E-02	39255099	0	1.120290117	1.079560196	TMED6
13997	LOC690171	chr6	20	7.58E-02	6460829	0	1.120211638	1.073124678	NA
7710	LOC102548695	chr1	146	7.59E-02	81171631	0	1.120007772	1.070829575	ZNF45
10387	LOC103692156	chr4	83	7.59E-02	101296375	0	1.119956248	1.0589846	NA
15783	Nae1	chr19	3	7.59E-02	672301	0	1.119943082	1.058349986	NAE1
21778	Terb1	chr19	3	7.59E-02	672301	0	1.119943082	1.030764333	TERB1
263	Adamts9	chr4	281	7.59E-02	124679355	0	1.119691855	0.883536199	ADAMTS9
15334	Mnd1	chr2	156	7.59E-02	183150635	0	1.119583168	1.016957455	MND1
22453	Trim2	chr2	109	7.59E-02	183150635	0	1.119583168	1.005930021	TRIM2
4812	Gimap6	chr4	22	7.59E-02	78347994	0	1.119549424	1.079500184	GIMAP6
4813	Gimap7	chr4	29	7.59E-02	78347994	0	1.119549424	1.080744084	GIMAP7
21813	Tfap2c	chr3	46	7.59E-02	170567341	0	1.119525976	1.076992953	TFAP2C
16970	Olr341	chr1	11	7.59E-02	229774869	0	1.11949338	1.075057863	NA
10443	LOC103692327	chr5	9	7.60E-02	47133501	0	1.119262987	1.084298776	NA
15314	Mmp17	chr12	39	7.60E-02	30727724	0	1.119039001	1.054866747	MMP17
4154	Fam3c	chr4	160	7.61E-02	49441714	0	1.118785442	1.033035197	FAM3C
10759	LOC103693258	chr10	2	7.61E-02	1806478	0	1.118695247	1.077533626	NA
13936	LOC688708	chr10	14	7.61E-02	1806478	0	1.118695247	1.014655966	NA
2264	Cited2	chr1	45	7.61E-02	12833071	0	1.118645591	1.08157408	CITED2
23487	Zbtb8a	chr5	107	7.61E-02	147569862	0	1.118427057	1.05359922	ZBTB8A
9949	LOC103690592	chr9	67	7.62E-02	115948338	0	1.117937323	1.078216377	NA
18796	RGD1307235	chr13	237	7.62E-02	25718137	0	1.117935614	0.987128902	NA
19192	RGD1565987	chr5	20	7.62E-02	98559775	0	1.117899148	1.08138182	NA
6503	LOC100360244	chr15	28	7.62E-02	61877205	0	1.117861547	1.082397366	NA
254	Adamts18	chr19	358	7.63E-02	45999182	0	1.11763088	0.919511038	ADAMTS18
8981	LOC102553569	chr7	27	7.63E-02	119086101	0	1.117519292	1.078763146	NA
13297	LOC108352712	chr14	85	7.63E-02	11100650	0	1.1173201	1.076191609	NA
6659	LOC100364194	chr10	21	7.64E-02	82495735	0	1.117095976	1.077308768	NA
4723	Gcg	chr3	83	7.65E-02	48439983	0	1.116552074	1.072882575	GCG
6739	LOC100909947	chr11	192	7.65E-02	53992331	0	1.116533899	0.981853932	NA
13906	LOC687097	chr1	12	7.65E-02	230287507	0	1.116364112	1.080797529	OR5B17
904	Art4	chr4	130	7.65E-02	170829198	0	1.11629088	1.071295157	ART4
13697	LOC500354	chr4	79	7.65E-02	170829198	0	1.11629088	1.066732185	C12orf60
14397	Lrrc6	chr7	163	7.65E-02	107231830	0	1.116250579	0.980126926	LRRC6
2960	Daam2	chr9	186	7.66E-02	13500900	0	1.115972549	1.032891819	DAAM2
15349	Mocs1	chr9	27	7.66E-02	13500900	0	1.115972549	1.061006556	MOCS1
4301	Fbxw2	chr3	34	7.66E-02	13901306	0	1.115872729	1.055632963	FBXW2
10254	LOC103691796	chr3	18	7.66E-02	13901306	0	1.115872729	1.078892577	NA
7142	LOC102546591	chr2	52	7.66E-02	248865132	0	1.115746285	1.052040869	NA
13695	LOC500300	chr4	41	7.66E-02	148781553	0	1.11567429	1.076802689	NA
19421	Rassf4	chr4	113	7.66E-02	148781553	0	1.11567429	1.045713235	RASSF4
4064	Fam166a	chr3	26	7.66E-02	2434104	0	1.115526938	1.073520991	FAM166A
15966	Nelfb	chr3	46	7.66E-02	2434104	0	1.115526938	1.064142049	NELFB
21371	Stpg3	chr3	26	7.66E-02	2434104	0	1.115526938	1.078397197	STPG3
22686	Tubb4b	chr3	18	7.66E-02	2434104	0	1.115526938	1.078113078	TUBB4B
14502	Lypd3	chr1	1	7.67E-02	81494018	0	1.115481608	1.076395161	LYPD3
11665	LOC108349554	chr1	8	7.67E-02	81494018	0	1.115481608	1.078987371	NA
17842	Phldb3	chr1	41	7.67E-02	81494018	0	1.115481608	1.062713271	PHLDB3
11444	LOC108348842	chr18	34	7.67E-02	84426676	0	1.114981035	1.059731926	NA
11445	LOC108348843	chr18	26	7.67E-02	84426676	0	1.114981035	1.074604506	NA
17950	Pkib	chr20	695	7.67E-02	40681046	0	1.114957266	0.984229867	PKIB
2710	Crybg3	chr11	237	7.68E-02	42900474	0	1.114644435	0.968628819	CRYBG3
9072	LOC102553890	chr1	20	7.68E-02	77776423	0	1.114541527	1.076246195	NA
15675	Myh9	chr7	11	7.68E-02	119081185	0	1.114430165	0.999022105	MYH9
17515	Parg	chr16	167	7.68E-02	8340264	0	1.114429035	0.971552784	PARG
4640	Gadl1	chr8	499	7.68E-02	124033868	0	1.114387211	0.766992411	GADL1
23358	Wnt7b	chr7	85	7.68E-02	126433596	0	1.114387211	1.037295068	WNT7B
2229	Chst1	chr3	56	7.69E-02	81507520	0	1.114258938	1.008315156	CHST1
8798	LOC102552829	chr16	79	7.69E-02	71404518	0	1.114168549	1.054088412	NA
15478	Mrps11	chr1	65	7.69E-02	140477648	0	1.114162335	1.069901507	MRPS11
6916	LOC100911565	chr9	4	7.69E-02	114686263	0	1.113987826	1.066952068	NA
6468	LOC100359452	chr11	167	7.69E-02	29075099	0	1.113965806	1.073591285	NA
7838	LOC102549226	chr10	47	7.69E-02	76050596	0	1.11394661	1.070353411	NA
12988	LOC108352117	chr10	46	7.69E-02	76050596	0	1.11394661	1.070077324	NA
23000	Vangl1	chr2	146	7.69E-02	204582228	0	1.113906526	1.028845997	VANGL1
18431	Prok2	chr4	57	7.69E-02	132173326	0	1.113832578	1.0654716	PROK2
12403	LOC108351059	chr5	62	7.69E-02	165018698	0	1.11383032	1.073507001	NA
6309	Klk1c10	chr1	2	7.69E-02	99898818	0	1.113810565	1.075116664	NA
6689	LOC100909441	chr2	38	7.70E-02	199211581	0	1.113785168	1.071519197	NA
11617	LOC108349469	chr1	40	7.70E-02	24520774	0	1.113766544	1.071430296	NA
14427	Lrrtm3	chr20	257	7.70E-02	26139126	0	1.113750178	0.905093835	LRRTM3
4801	Ghrh	chr3	69	7.70E-02	153470011	0	1.113619837	1.059253204	GHRH
7587	LOC102548232	chr9	57	7.70E-02	80390482	0	1.113347432	1.058325217	NA
18561	Psmc3	chr3	15	7.71E-02	79881327	0	1.113209884	1.073188755	PSMC3
20736	Slc39a13	chr3	25	7.71E-02	79881327	0	1.113209884	1.070418845	SLC39A13
8420	LOC102551484	chr7	279	7.71E-02	138815680	0	1.113182831	0.96376883	NA
17616	Pced1b	chr7	345	7.71E-02	138815680	0	1.113182831	0.93931451	PCED1B
8821	LOC102552931	chr5	47	7.71E-02	155428969	0	1.113097736	1.075622635	NA
12875	LOC108351933	chr9	59	7.71E-02	62236387	0	1.113018292	1.056231126	NA
18002	Plcl1	chr9	623	7.71E-02	62236387	0	1.113018292	0.743950127	PLCL1
7973	LOC102549723	chr8	3	7.71E-02	124438331	0	1.112715299	1.075880721	NA
20016	S1pr5	chr8	46	7.71E-02	22271095	0	1.112697846	1.072985935	S1PR5
13285	LOC108352699	chr14	195	7.72E-02	7987206	0	1.112626355	1.05292471	NA
6487	LOC100359928	chr16	38	7.72E-02	75869139	0	1.112584142	1.067501075	NA
16969	Olr340	chr1	5	7.72E-02	229763456	0	1.112572886	1.077006302	OR5B12
21253	Ssh2	chr10	221	7.72E-02	62874749	0	1.112563318	0.82432452	SSH2
15585	Mtmr1	chr18	19	7.72E-02	291263	0	1.11254756	1.044165725	MTMR1
13686	LOC499843	chr3	80	7.72E-02	90723356	0	1.112131309	1.047259299	NA
1763	Ccin	chr5	33	7.73E-02	59450358	0	1.111972789	1.075459476	CCIN
2785	Ctdspl2	chr3	80	7.74E-02	113907781	0	1.111311225	1.026006736	CTDSPL2
6292	Klhl30	chr9	34	7.74E-02	98482606	0	1.111140102	1.066183533	KLHL30
11339	LOC108348574	chr17	11	7.74E-02	54935715	0	1.111011663	1.067532915	NA
17741	Peli1	chr14	218	7.75E-02	106071558	0	1.110880459	1.021566176	PELI1
7447	LOC102547750	chr2	96	7.75E-02	207157325	0	1.110712868	1.052367564	NA
11838	LOC108349956	chr2	9	7.75E-02	56673278	0	1.110692694	1.072181512	NA
8155	LOC102550471	chr8	10	7.75E-02	112294838	0	1.110585676	1.065847969	NA
22288	Tnnc2	chr3	7	7.76E-02	161237300	0	1.110401958	1.073044319	TNNC2
22764	Ube2c	chr3	8	7.76E-02	161231555	0	1.110401958	1.073373616	UBE2C
5562	Hsfy2	chr9	44	7.76E-02	63281257	0	1.109997268	1.07395983	HSFY1
20995	Snx14	chr8	9	7.76E-02	96072586	0	1.109895455	1.005539929	SNX14
596	Ankrd24	chr7	38	7.77E-02	10929040	0	1.109791429	1.054929847	ANKRD24
20489	Sirt6	chr7	46	7.77E-02	10929040	0	1.109791429	1.069725122	SIRT6
11556	LOC108349062	chr1	20	7.77E-02	79967739	0	1.109530356	1.066500376	NA
19951	Rsph6a	chr1	33	7.77E-02	79967739	0	1.109530356	1.055171756	RSPH6A
21490	Sympk	chr1	50	7.77E-02	79967739	0	1.109530356	1.046435345	SYMPK
1498	Cald1	chr4	389	7.77E-02	62266275	0	1.10943424	0.886647241	CALD1
3139	Degs1	chr13	114	7.77E-02	100661397	0	1.109339822	1.067225448	DEGS1
13237	LOC108352583	chr13	88	7.77E-02	100661397	0	1.109339822	1.063793932	NA
13238	LOC108352584	chr13	123	7.77E-02	100661397	0	1.109339822	1.06092965	NA
4020	Fam115e	chr4	104	7.77E-02	72005117	0	1.109301837	1.06126112	NA
2946	Cyr61	chr2	57	7.78E-02	251531252	0	1.108965143	1.071376595	NA
6313	Klk1c9	chr1	79	7.78E-02	100087432	0	1.108951189	1.070430972	NA
6484	LOC100359916	chr5	12	7.78E-02	59908246	0	1.108937236	1.072425932	NA
17841	Phldb2	chr11	250	7.78E-02	57399127	0	1.108917703	0.951903768	PHLDB2
3857	Erfe	chr9	13	7.78E-02	98506738	0	1.108859108	1.06634014	ERFE
19831	Rpl21	chr12	52	7.79E-02	10009491	0	1.10863596	1.070925934	RPL21
17861	Pias2	chr18	2	7.79E-02	73521632	0	1.108442473	1.028552309	PIAS2
3649	Ehhadh	chr11	114	7.79E-02	82935855	0	1.108405681	1.040395309	EHHADH
9866	LOC103690227	chr16	103	7.79E-02	79527699	0	1.108302011	1.063645625	NA
13122	LOC108352398	chr11	58	7.79E-02	70173844	0	1.108290865	1.072576701	NA
7503	LOC102547942	chr9	18	7.79E-02	98427495	0	1.108274705	1.064177521	NA
22771	Ube2f	chr9	29	7.79E-02	98427495	0	1.108274705	1.038947145	UBE2F
13201	LOC108352533	chr13	44	7.80E-02	50191985	0	1.108173852	1.065710102	NA
23457	Zbed6	chr13	33	7.80E-02	50191985	0	1.108173852	1.057966602	ZBED6
23495	Zc3h11a	chr13	49	7.80E-02	50191985	0	1.108173852	1.034581494	ZC3H11A
1784	Ccl9	chr10	59	7.80E-02	70778014	0	1.108045731	1.068461322	CCL15
2747	Csnk2a2	chr19	121	7.80E-02	9983846	0	1.107908738	1.033627667	CSNK2A2
14619	Map4k3	chr6	121	7.80E-02	3326915	0	1.1079015	0.904832163	MAP4K3
389	Agpat5	chr16	69	7.80E-02	75862248	0	1.107876445	1.02992793	AGPAT5
3759	En2	chr4	49	7.80E-02	436077	0	1.107720027	1.067238082	EN2
17785	Pgap1	chr9	211	7.80E-02	61132277	0	1.10771947	1.004035589	PGAP1
6695	LOC100909522	chr5	26	7.81E-02	107293321	0	1.107488563	1.071978201	NA
18906	RGD1559747	chr4	45	7.81E-02	78253216	0	1.10746242	1.066882089	NA
7057	LOC102546306	chr17	35	7.81E-02	72400322	0	1.107349522	1.062911998	NA
11190	LOC108348150	chr4	43	7.81E-02	170820561	0	1.107201075	1.064515452	NA
3001	Dcaf17	chr3	31	7.82E-02	57667513	0	1.106890446	1.040142045	DCAF17
21168	Sppl2b	chr7	51	7.82E-02	11712698	0	1.106773254	1.059376073	SPPL2B
22236	Tmprss9	chr7	66	7.82E-02	11712698	0	1.106773254	1.040037904	TMPRSS9
14382	Lrrc40	chr2	4	7.82E-02	264896197	0	1.106681633	1.041676097	LRRC40
16966	Olr338	chr1	27	7.83E-02	229116325	0	1.106487349	1.070926789	NA
5261	Hacl1	chr16	231	7.83E-02	7712965	0	1.106180558	1.033339158	HACL1
16061	Nkpd1	chr1	42	7.83E-02	80437282	0	1.106013107	1.061726176	NKPD1
18282	Ppp1r37	chr1	81	7.83E-02	80437282	0	1.106013107	1.039459472	PPP1R37
20081	Scaf11	chr7	122	7.84E-02	137864984	0	1.105763159	1.018619425	SCAF11
2600	Cpd	chr10	85	7.84E-02	63339361	0	1.105636854	1.00671774	CPD
21324	Steap2	chr4	27	7.84E-02	25502792	0	1.105548795	1.050364944	STEAP2
3458	Dspp	chr14	284	7.84E-02	6925722	0	1.105547688	1.064797688	DSPP
1672	Ccdc150	chr9	230	7.84E-02	60875913	0	1.105432518	0.964993869	CCDC150
11235	LOC108348371	chr16	19	7.85E-02	8387755	0	1.105248753	1.064780864	NA
2131	Cfap74	chr5	86	7.85E-02	172874117	0	1.105232705	1.002570849	CFAP74
14354	Lrpap1	chr14	88	7.85E-02	80901836	0	1.105208911	1.058533572	LRPAP1
728	Apod	chr11	163	7.85E-02	72723153	0	1.105057875	1.04929675	APOD
9644	LOC102556196	chr7	312	7.85E-02	80230457	0	1.10493454	1.020075806	NA
23094	Vom1r6	chr1	97	7.86E-02	60054968	0	1.104816769	1.069298375	NA
18255	Ppm1n	chr1	22	7.86E-02	80185455	0	1.104571929	1.064778697	PPM1N
23009	Vasp	chr1	35	7.86E-02	80185455	0	1.104571929	1.054618679	VASP
15756	NMS	chr9	56	7.86E-02	45600353	0	1.104378586	1.058354814	NMS
22505	Trip4	chr8	169	7.86E-02	71452396	0	1.10436975	0.904941756	TRIP4
11587	LOC108349234	chr1	91	7.86E-02	128622780	0	1.104346002	1.048864981	NA
22626	Ttc23	chr1	241	7.86E-02	128622780	0	1.104346002	0.985820664	TTC23
6480	LOC100359752	chr18	104	7.87E-02	81662104	0	1.104259861	1.029847272	C18orf63
2489	Col16a1	chr5	136	7.87E-02	148282149	0	1.10415828	1.014708464	COL16A1
9963	LOC103690779	chr11	32	7.87E-02	82343844	0	1.103977261	1.06231065	NA
2841	Cxadr	chr11	256	7.87E-02	16851208	0	1.103945811	1.02184494	CXADR
14999	Mir184	chr8	59	7.87E-02	97166881	0	1.103759916	1.069064765	MIR184
15798	Nanos2	chr1	24	7.88E-02	79884870	0	1.103737305	1.067652681	NANOS2
21992	Tmcc2	chr13	138	7.88E-02	49134395	0	1.103292497	1.031440996	TMCC2
13362	LOC108352803	chr14	572	7.89E-02	98879523	0	1.102975842	0.615294488	NA
16861	Olr192	chr1	150	7.89E-02	169997072	0	1.102956024	1.067395464	NA
16862	Olr193	chr1	215	7.89E-02	169997072	0	1.102956024	1.067370365	OR56A4
5156	Gsdma	chr10	18	7.89E-02	86597022	0	1.102953272	1.043030756	GSDMA
12996	LOC108352129	chr10	15	7.89E-02	86597022	0	1.102953272	1.044444324	NA
18572	Psmd3	chr10	4	7.89E-02	86597022	0	1.102953272	1.056113285	PSMD3
14185	Leprot	chr5	61	7.89E-02	120517948	0	1.102815675	1.056047973	LEPROT
19487	Rbx1	chr7	81	7.90E-02	122692248	0	1.102615962	1.057899338	RBX1
16589	Olr1339	chr8	30	7.90E-02	43925451	0	1.102546111	1.066979528	OR4D5
20929	Smpd3	chr19	90	7.90E-02	38310656	0	1.102530713	0.983972244	SMPD3
4213	Fank1	chr1	270	7.90E-02	205951624	0	1.102480671	0.955737189	FANK1
20987	Sntb2	chr19	150	7.90E-02	39190837	0	1.1023927	0.984884367	SNTB2
6746	LOC100909977	chr11	80	7.90E-02	54127750	0	1.102363014	1.003189899	NA
5777	Il20rb	chr8	107	7.90E-02	108747348	0	1.102277814	1.034874835	IL20RB
1225	Bean1	chr19	147	7.91E-02	984566	0	1.10182736	1.021423172	BEAN1
5844	Inpp1	chr9	88	7.91E-02	53564636	0	1.101804849	1.037367551	INPP1
14091	Lama4	chr20	528	7.91E-02	44181541	0	1.101625905	0.925197501	LAMA4
18412	Prlh	chr9	38	7.92E-02	98122359	0	1.101393827	1.063321373	PRLH
5705	Igf2bp2	chr11	60	7.92E-02	82626678	0	1.101115277	0.910849371	IGF2BP2
20245	Senp2	chr11	66	7.92E-02	82626678	0	1.101115277	1.029622188	SENP2
13501	LOC108353111	chr16	102	7.92E-02	46543001	0	1.101069783	1.055325111	NA
2880	Cyld-ps1	chr5	42	7.92E-02	15097750	0	1.101064851	1.062123976	NA
3793	Eny2	chr7	40	7.93E-02	83352405	0	1.100988125	1.056556625	ENY2
10114	LOC103691422	chr2	79	7.93E-02	22849572	0	1.100846767	1.043136966	NA
14240	Lims1	chr20	81	7.93E-02	27923216	0	1.100566925	0.956731899	LIMS1
23584	Zfp236	chr18	69	7.93E-02	79539949	0	1.100540101	0.969655081	ZNF236
2122	Cfap46	chr1	220	7.94E-02	211952233	0	1.099927964	0.98614631	CFAP46
8011	LOC102549890	chr2	15	7.95E-02	155280494	0	1.099621946	1.063797346	NA
12481	LOC108351225	chr6	118	7.95E-02	54369337	0	1.099503968	1.033787632	NA
18991	RGD1561648	chr7	82	7.95E-02	63769080	0	1.099396941	0.95140454	C12orf56
13587	LOC300024	chr7	52	7.96E-02	116381248	0	1.099237543	1.060662108	NA
6307	Klk14	chr1	113	7.96E-02	99629996	0	1.099226082	1.059314384	KLK14
13755	LOC680017	chr1	14	7.96E-02	123173263	0	1.099220624	1.061648139	NA
4775	Gfpt1	chr4	57	7.96E-02	118908059	0	1.099044378	1.014692641	GFPT1
7487	LOC102547878	chr9	22	7.97E-02	98387820	0	1.098807677	1.054864098	NA
1322	Brca1	chr10	235	7.97E-02	89450015	0	1.098720992	1.003591805	BRCA1
15837	Nbr1	chr10	105	7.97E-02	89450015	0	1.098720992	1.03540009	NBR1
12400	LOC108351055	chr5	129	7.97E-02	160558065	0	1.098635959	1.058231319	NA
10620	LOC103692869	chr7	14	7.97E-02	68630451	0	1.098371155	1.062089756	NA
23773	Zfp879	chr10	141	7.97E-02	36333693	0	1.098365163	1.053711789	ZNF879
10308	LOC103691925	chr3	102	7.97E-02	145215262	0	1.098285101	1.025399527	NA
15088	Mir327	chr20	31	7.98E-02	14117623	0	1.09817293	1.063460712	NA
18616	Ptgis	chr3	74	7.98E-02	163989062	0	1.098143531	1.028001764	PTGIS
9042	LOC102553792	chr4	20	7.98E-02	181532097	0	1.098038472	1.058840586	NA
14289	Lmx1a	chr13	449	7.98E-02	85968430	0	1.097866513	0.91789415	LMX1A
7555	LOC102548124	chr6	2	7.98E-02	126327118	0	1.097852912	1.051524942	NA
4622	Gabra4	chr14	229	7.99E-02	39172140	0	1.097619578	0.985774552	GABRA4
4289	Fbxo46	chr1	16	7.99E-02	80030282	0	1.09753911	1.046060854	FBXO46
4264	Fbxo15	chr18	223	7.99E-02	81867093	0	1.097448872	0.965056917	FBXO15
19005	RGD1561847	chr8	42	7.99E-02	104939482	0	1.09723477	1.061972384	NA
1990	Cdk5rap1	chr3	31	7.99E-02	149834828	0	1.097194569	1.027963389	CDK5RAP1
23814	Zmiz1	chr16	243	8.00E-02	1784187	0	1.097145682	0.856272445	ZMIZ1
22040	Tmem132b	chr12	299	8.00E-02	36304708	0	1.097123413	0.632295071	TMEM132B
6807	LOC100910628	chr17	38	8.00E-02	28037308	0	1.097070732	1.058175035	NA
5620	Ibsp	chr14	213	8.01E-02	6791620	0	1.096561631	1.049105217	IBSP
14823	Mepe	chr14	180	8.01E-02	6791620	0	1.096561631	1.050347108	MEPE
6768	LOC100910198	chr14	201	8.01E-02	6791620	0	1.096561631	1.050564966	NA
4821	Gins3	chr19	47	8.01E-02	9843358	0	1.096453158	1.053264554	GINS3
18891	RGD1359508	chr2	42	8.01E-02	128687546	0	1.096131153	0.998836437	C4orf33
19116	RGD1564345	chr4	70	8.02E-02	23728963	0	1.096088887	1.05639304	NA
6320	Klk9	chr1	61	8.02E-02	99729803	0	1.095936656	1.057008834	AC011473.4
6303	Klk10	chr1	52	8.02E-02	99729803	0	1.095936656	1.056832138	KLK10
6319	Klk8	chr1	64	8.02E-02	99729803	0	1.095936656	1.054447746	KLK8
20562	Slc16a7	chr7	285	8.02E-02	68584197	0	1.095789352	0.892535288	SLC16A7
9277	LOC102554728	chr3	25	8.03E-02	154415777	0	1.095239567	1.06005549	NA
13595	LOC306079	chr15	63	8.03E-02	62515017	0	1.095188196	1.04930297	NA
10966	LOC103693925	chr16	1	8.03E-02	26576705	0	1.095057361	1.058706689	NA
2295	Cldn12	chr4	56	8.04E-02	25679693	0	1.094873611	1.049225318	CLDN12
14333	Lrfn5	chr6	714	8.04E-02	83342543	0	1.094766639	0.702732014	LRFN5
22730	Txnrd2	chr11	157	8.04E-02	86711688	0	1.094684537	1.011806605	TXNRD2
19067	RGD1563222	chr3	20	8.04E-02	94046089	0	1.09461163	1.052639818	C11orf91
5574	Hspa9	chr18	19	8.05E-02	27737340	0	1.094454518	1.041600845	HSPA9
12101	LOC108350484	chr3	85	8.05E-02	139872446	0	1.094428608	1.052536108	NA
20125	Scly	chr9	43	8.05E-02	98468590	0	1.094324984	1.038957409	SCLY
6698	LOC100909569	chr7	266	8.05E-02	10639219	0	1.094270483	0.905467337	NA
8432	LOC102551539	chr7	432	8.05E-02	10639219	0	1.094270483	0.681760209	NA
226	Adam11	chr10	39	8.05E-02	90750696	0	1.094267785	1.04161691	ADAM11
7477	LOC102547852	chr10	17	8.05E-02	90750696	0	1.094267785	1.057892014	NA
10838	LOC103693437	chr10	13	8.05E-02	90750696	0	1.094267785	1.056069837	NA
9120	LOC102554076	chr5	120	8.05E-02	161267935	0	1.094155568	1.052686737	NA
